# Erdős–Straus hot corridor: mod24=0, hot mod9 classes, stride-24 from ~103.98M to ~115.999M
# n	num_solutions	triple_x	triple_y	triple_z
103975944	2	69317296	69317296	103975944
103975968	2	69317312	69317312	103975968
103975992	2	69317328	69317328	103975992
103976016	2	69317344	69317344	103976016
103976040	2	69317360	69317360	103976040
103976064	2	69317376	69317376	103976064
103976088	2	69317392	69317392	103976088
103976112	2	69317408	69317408	103976112
103976136	2	69317424	69317424	103976136
103976160	2	69317440	69317440	103976160
103976184	2	69317456	69317456	103976184
103976208	2	69317472	69317472	103976208
103976232	2	69317488	69317488	103976232
103976256	2	69317504	69317504	103976256
103976280	2	69317520	69317520	103976280
103976304	2	69317536	69317536	103976304
103976328	2	69317552	69317552	103976328
103976352	2	69317568	69317568	103976352
103976376	2	69317584	69317584	103976376
103976400	2	69317600	69317600	103976400
103976424	2	69317616	69317616	103976424
103976448	2	69317632	69317632	103976448
103976472	2	69317648	69317648	103976472
103976496	2	69317664	69317664	103976496
103976520	2	69317680	69317680	103976520
103976544	2	69317696	69317696	103976544
103976568	2	69317712	69317712	103976568
103976592	2	69317728	69317728	103976592
103976616	2	69317744	69317744	103976616
103976640	2	69317760	69317760	103976640
103976664	2	69317776	69317776	103976664
103976688	2	69317792	69317792	103976688
103976712	2	69317808	69317808	103976712
103976736	2	69317824	69317824	103976736
103976760	2	69317840	69317840	103976760
103976784	2	69317856	69317856	103976784
103976808	2	69317872	69317872	103976808
103976832	2	69317888	69317888	103976832
103976856	2	69317904	69317904	103976856
103976880	2	69317920	69317920	103976880
103976904	2	69317936	69317936	103976904
103976928	2	69317952	69317952	103976928
103976952	2	69317968	69317968	103976952
103976976	2	69317984	69317984	103976976
103977000	2	69318000	69318000	103977000
103977024	2	69318016	69318016	103977024
103977048	2	69318032	69318032	103977048
103977072	2	69318048	69318048	103977072
103977096	2	69318064	69318064	103977096
103977120	2	69318080	69318080	103977120
103977144	2	69318096	69318096	103977144
103977168	2	69318112	69318112	103977168
103977192	2	69318128	69318128	103977192
103977216	2	69318144	69318144	103977216
103977240	2	69318160	69318160	103977240
103977264	2	69318176	69318176	103977264
103977288	2	69318192	69318192	103977288
103977312	2	69318208	69318208	103977312
103977336	2	69318224	69318224	103977336
103977360	2	69318240	69318240	103977360
103977384	2	69318256	69318256	103977384
103977408	2	69318272	69318272	103977408
103977432	2	69318288	69318288	103977432
103977456	2	69318304	69318304	103977456
103977480	2	69318320	69318320	103977480
103977504	2	69318336	69318336	103977504
103977528	2	69318352	69318352	103977528
103977552	2	69318368	69318368	103977552
103977576	2	69318384	69318384	103977576
103977600	2	69318400	69318400	103977600
103977624	2	69318416	69318416	103977624
103977648	2	69318432	69318432	103977648
103977672	2	69318448	69318448	103977672
103977696	2	69318464	69318464	103977696
103977720	2	69318480	69318480	103977720
103977744	2	69318496	69318496	103977744
103977768	2	69318512	69318512	103977768
103977792	2	69318528	69318528	103977792
103977816	2	69318544	69318544	103977816
103977840	2	69318560	69318560	103977840
103977864	2	69318576	69318576	103977864
103977888	2	69318592	69318592	103977888
103977912	2	69318608	69318608	103977912
103977936	2	69318624	69318624	103977936
103977960	2	69318640	69318640	103977960
103977984	2	69318656	69318656	103977984
103978008	2	69318672	69318672	103978008
103978032	2	69318688	69318688	103978032
103978056	2	69318704	69318704	103978056
103978080	2	69318720	69318720	103978080
103978104	2	69318736	69318736	103978104
103978128	2	69318752	69318752	103978128
103978152	2	69318768	69318768	103978152
103978176	2	69318784	69318784	103978176
103978200	2	69318800	69318800	103978200
103978224	2	69318816	69318816	103978224
103978248	2	69318832	69318832	103978248
103978272	2	69318848	69318848	103978272
103978296	2	69318864	69318864	103978296
103978320	2	69318880	69318880	103978320
103978344	2	69318896	69318896	103978344
103978368	2	69318912	69318912	103978368
103978392	2	69318928	69318928	103978392
103978416	2	69318944	69318944	103978416
103978440	2	69318960	69318960	103978440
103978464	2	69318976	69318976	103978464
103978488	2	69318992	69318992	103978488
103978512	2	69319008	69319008	103978512
103978536	2	69319024	69319024	103978536
103978560	2	69319040	69319040	103978560
103978584	2	69319056	69319056	103978584
103978608	2	69319072	69319072	103978608
103978632	2	69319088	69319088	103978632
103978656	2	69319104	69319104	103978656
103978680	2	69319120	69319120	103978680
103978704	2	69319136	69319136	103978704
103978728	2	69319152	69319152	103978728
103978752	2	69319168	69319168	103978752
103978776	2	69319184	69319184	103978776
103978800	2	69319200	69319200	103978800
103978824	2	69319216	69319216	103978824
103978848	2	69319232	69319232	103978848
103978872	2	69319248	69319248	103978872
103978896	2	69319264	69319264	103978896
103978920	2	69319280	69319280	103978920
103978944	2	69319296	69319296	103978944
103978968	2	69319312	69319312	103978968
103978992	2	69319328	69319328	103978992
103979016	2	69319344	69319344	103979016
103979040	2	69319360	69319360	103979040
103979064	2	69319376	69319376	103979064
103979088	2	69319392	69319392	103979088
103979112	2	69319408	69319408	103979112
103979136	2	69319424	69319424	103979136
103979160	2	69319440	69319440	103979160
103979184	2	69319456	69319456	103979184
103979208	2	69319472	69319472	103979208
103979232	2	69319488	69319488	103979232
103979256	2	69319504	69319504	103979256
103979280	2	69319520	69319520	103979280
103979304	2	69319536	69319536	103979304
103979328	2	69319552	69319552	103979328
103979352	2	69319568	69319568	103979352
103979376	2	69319584	69319584	103979376
103979400	2	69319600	69319600	103979400
103979424	2	69319616	69319616	103979424
103979448	2	69319632	69319632	103979448
103979472	2	69319648	69319648	103979472
103979496	2	69319664	69319664	103979496
103979520	2	69319680	69319680	103979520
103979544	2	69319696	69319696	103979544
103979568	2	69319712	69319712	103979568
103979592	2	69319728	69319728	103979592
103979616	2	69319744	69319744	103979616
103979640	2	69319760	69319760	103979640
103979664	2	69319776	69319776	103979664
103979688	2	69319792	69319792	103979688
103979712	2	69319808	69319808	103979712
103979736	2	69319824	69319824	103979736
103979760	2	69319840	69319840	103979760
103979784	2	69319856	69319856	103979784
103979808	2	69319872	69319872	103979808
103979832	2	69319888	69319888	103979832
103979856	2	69319904	69319904	103979856
103979880	2	69319920	69319920	103979880
103979904	2	69319936	69319936	103979904
103979928	2	69319952	69319952	103979928
103979952	2	69319968	69319968	103979952
103979976	2	69319984	69319984	103979976
103980000	2	69320000	69320000	103980000
103980024	2	69320016	69320016	103980024
103980048	2	69320032	69320032	103980048
103980072	2	69320048	69320048	103980072
103980096	2	69320064	69320064	103980096
103980120	2	69320080	69320080	103980120
103980144	2	69320096	69320096	103980144
103980168	2	69320112	69320112	103980168
103980192	2	69320128	69320128	103980192
103980216	2	69320144	69320144	103980216
103980240	2	69320160	69320160	103980240
103980264	2	69320176	69320176	103980264
103980288	2	69320192	69320192	103980288
103980312	2	69320208	69320208	103980312
103980336	2	69320224	69320224	103980336
103980360	2	69320240	69320240	103980360
103980384	2	69320256	69320256	103980384
103980408	2	69320272	69320272	103980408
103980432	2	69320288	69320288	103980432
103980456	2	69320304	69320304	103980456
103980480	2	69320320	69320320	103980480
103980504	2	69320336	69320336	103980504
103980528	2	69320352	69320352	103980528
103980552	2	69320368	69320368	103980552
103980576	2	69320384	69320384	103980576
103980600	2	69320400	69320400	103980600
103980624	2	69320416	69320416	103980624
103980648	2	69320432	69320432	103980648
103980672	2	69320448	69320448	103980672
103980696	2	69320464	69320464	103980696
103980720	2	69320480	69320480	103980720
103980744	2	69320496	69320496	103980744
103980768	2	69320512	69320512	103980768
103980792	2	69320528	69320528	103980792
103980816	2	69320544	69320544	103980816
103980840	2	69320560	69320560	103980840
103980864	2	69320576	69320576	103980864
103980888	2	69320592	69320592	103980888
103980912	2	69320608	69320608	103980912
103980936	2	69320624	69320624	103980936
103980960	2	69320640	69320640	103980960
103980984	2	69320656	69320656	103980984
103981008	2	69320672	69320672	103981008
103981032	2	69320688	69320688	103981032
103981056	2	69320704	69320704	103981056
103981080	2	69320720	69320720	103981080
103981104	2	69320736	69320736	103981104
103981128	2	69320752	69320752	103981128
103981152	2	69320768	69320768	103981152
103981176	2	69320784	69320784	103981176
103981200	2	69320800	69320800	103981200
103981224	2	69320816	69320816	103981224
103981248	2	69320832	69320832	103981248
103981272	2	69320848	69320848	103981272
103981296	2	69320864	69320864	103981296
103981320	2	69320880	69320880	103981320
103981344	2	69320896	69320896	103981344
103981368	2	69320912	69320912	103981368
103981392	2	69320928	69320928	103981392
103981416	2	69320944	69320944	103981416
103981440	2	69320960	69320960	103981440
103981464	2	69320976	69320976	103981464
103981488	2	69320992	69320992	103981488
103981512	2	69321008	69321008	103981512
103981536	2	69321024	69321024	103981536
103981560	2	69321040	69321040	103981560
103981584	2	69321056	69321056	103981584
103981608	2	69321072	69321072	103981608
103981632	2	69321088	69321088	103981632
103981656	2	69321104	69321104	103981656
103981680	2	69321120	69321120	103981680
103981704	2	69321136	69321136	103981704
103981728	2	69321152	69321152	103981728
103981752	2	69321168	69321168	103981752
103981776	2	69321184	69321184	103981776
103981800	2	69321200	69321200	103981800
103981824	2	69321216	69321216	103981824
103981848	2	69321232	69321232	103981848
103981872	2	69321248	69321248	103981872
103981896	2	69321264	69321264	103981896
103981920	2	69321280	69321280	103981920
103981944	2	69321296	69321296	103981944
103981968	2	69321312	69321312	103981968
103981992	2	69321328	69321328	103981992
103982016	2	69321344	69321344	103982016
103982040	2	69321360	69321360	103982040
103982064	2	69321376	69321376	103982064
103982088	2	69321392	69321392	103982088
103982112	2	69321408	69321408	103982112
103982136	2	69321424	69321424	103982136
103982160	2	69321440	69321440	103982160
103982184	2	69321456	69321456	103982184
103982208	2	69321472	69321472	103982208
103982232	2	69321488	69321488	103982232
103982256	2	69321504	69321504	103982256
103982280	2	69321520	69321520	103982280
103982304	2	69321536	69321536	103982304
103982328	2	69321552	69321552	103982328
103982352	2	69321568	69321568	103982352
103982376	2	69321584	69321584	103982376
103982400	2	69321600	69321600	103982400
103982424	2	69321616	69321616	103982424
103982448	2	69321632	69321632	103982448
103982472	2	69321648	69321648	103982472
103982496	2	69321664	69321664	103982496
103982520	2	69321680	69321680	103982520
103982544	2	69321696	69321696	103982544
103982568	2	69321712	69321712	103982568
103982592	2	69321728	69321728	103982592
103982616	2	69321744	69321744	103982616
103982640	2	69321760	69321760	103982640
103982664	2	69321776	69321776	103982664
103982688	2	69321792	69321792	103982688
103982712	2	69321808	69321808	103982712
103982736	2	69321824	69321824	103982736
103982760	2	69321840	69321840	103982760
103982784	2	69321856	69321856	103982784
103982808	2	69321872	69321872	103982808
103982832	2	69321888	69321888	103982832
103982856	2	69321904	69321904	103982856
103982880	2	69321920	69321920	103982880
103982904	2	69321936	69321936	103982904
103982928	2	69321952	69321952	103982928
103982952	2	69321968	69321968	103982952
103982976	2	69321984	69321984	103982976
103983000	2	69322000	69322000	103983000
103983024	2	69322016	69322016	103983024
103983048	2	69322032	69322032	103983048
103983072	2	69322048	69322048	103983072
103983096	2	69322064	69322064	103983096
103983120	2	69322080	69322080	103983120
103983144	2	69322096	69322096	103983144
103983168	2	69322112	69322112	103983168
103983192	2	69322128	69322128	103983192
103983216	2	69322144	69322144	103983216
103983240	2	69322160	69322160	103983240
103983264	2	69322176	69322176	103983264
103983288	2	69322192	69322192	103983288
103983312	2	69322208	69322208	103983312
103983336	2	69322224	69322224	103983336
103983360	2	69322240	69322240	103983360
103983384	2	69322256	69322256	103983384
103983408	2	69322272	69322272	103983408
103983432	2	69322288	69322288	103983432
103983456	2	69322304	69322304	103983456
103983480	2	69322320	69322320	103983480
103983504	2	69322336	69322336	103983504
103983528	2	69322352	69322352	103983528
103983552	2	69322368	69322368	103983552
103983576	2	69322384	69322384	103983576
103983600	2	69322400	69322400	103983600
103983624	2	69322416	69322416	103983624
103983648	2	69322432	69322432	103983648
103983672	2	69322448	69322448	103983672
103983696	2	69322464	69322464	103983696
103983720	2	69322480	69322480	103983720
103983744	2	69322496	69322496	103983744
103983768	2	69322512	69322512	103983768
103983792	2	69322528	69322528	103983792
103983816	2	69322544	69322544	103983816
103983840	2	69322560	69322560	103983840
103983864	2	69322576	69322576	103983864
103983888	2	69322592	69322592	103983888
103983912	2	69322608	69322608	103983912
103983936	2	69322624	69322624	103983936
103983960	2	69322640	69322640	103983960
103983984	2	69322656	69322656	103983984
103984008	2	69322672	69322672	103984008
103984032	2	69322688	69322688	103984032
103984056	2	69322704	69322704	103984056
103984080	2	69322720	69322720	103984080
103984104	2	69322736	69322736	103984104
103984128	2	69322752	69322752	103984128
103984152	2	69322768	69322768	103984152
103984176	2	69322784	69322784	103984176
103984200	2	69322800	69322800	103984200
103984224	2	69322816	69322816	103984224
103984248	2	69322832	69322832	103984248
103984272	2	69322848	69322848	103984272
103984296	2	69322864	69322864	103984296
103984320	2	69322880	69322880	103984320
103984344	2	69322896	69322896	103984344
103984368	2	69322912	69322912	103984368
103984392	2	69322928	69322928	103984392
103984416	2	69322944	69322944	103984416
103984440	2	69322960	69322960	103984440
103984464	2	69322976	69322976	103984464
103984488	2	69322992	69322992	103984488
103984512	2	69323008	69323008	103984512
103984536	2	69323024	69323024	103984536
103984560	2	69323040	69323040	103984560
103984584	2	69323056	69323056	103984584
103984608	2	69323072	69323072	103984608
103984632	2	69323088	69323088	103984632
103984656	2	69323104	69323104	103984656
103984680	2	69323120	69323120	103984680
103984704	2	69323136	69323136	103984704
103984728	2	69323152	69323152	103984728
103984752	2	69323168	69323168	103984752
103984776	2	69323184	69323184	103984776
103984800	2	69323200	69323200	103984800
103984824	2	69323216	69323216	103984824
103984848	2	69323232	69323232	103984848
103984872	2	69323248	69323248	103984872
103984896	2	69323264	69323264	103984896
103984920	2	69323280	69323280	103984920
103984944	2	69323296	69323296	103984944
103984968	2	69323312	69323312	103984968
103984992	2	69323328	69323328	103984992
103985016	2	69323344	69323344	103985016
103985040	2	69323360	69323360	103985040
103985064	2	69323376	69323376	103985064
103985088	2	69323392	69323392	103985088
103985112	2	69323408	69323408	103985112
103985136	2	69323424	69323424	103985136
103985160	2	69323440	69323440	103985160
103985184	2	69323456	69323456	103985184
103985208	2	69323472	69323472	103985208
103985232	2	69323488	69323488	103985232
103985256	2	69323504	69323504	103985256
103985280	2	69323520	69323520	103985280
103985304	2	69323536	69323536	103985304
103985328	2	69323552	69323552	103985328
103985352	2	69323568	69323568	103985352
103985376	2	69323584	69323584	103985376
103985400	2	69323600	69323600	103985400
103985424	2	69323616	69323616	103985424
103985448	2	69323632	69323632	103985448
103985472	2	69323648	69323648	103985472
103985496	2	69323664	69323664	103985496
103985520	2	69323680	69323680	103985520
103985544	2	69323696	69323696	103985544
103985568	2	69323712	69323712	103985568
103985592	2	69323728	69323728	103985592
103985616	2	69323744	69323744	103985616
103985640	2	69323760	69323760	103985640
103985664	2	69323776	69323776	103985664
103985688	2	69323792	69323792	103985688
103985712	2	69323808	69323808	103985712
103985736	2	69323824	69323824	103985736
103985760	2	69323840	69323840	103985760
103985784	2	69323856	69323856	103985784
103985808	2	69323872	69323872	103985808
103985832	2	69323888	69323888	103985832
103985856	2	69323904	69323904	103985856
103985880	2	69323920	69323920	103985880
103985904	2	69323936	69323936	103985904
103985928	2	69323952	69323952	103985928
103985952	2	69323968	69323968	103985952
103985976	2	69323984	69323984	103985976
103986000	2	69324000	69324000	103986000
103986024	2	69324016	69324016	103986024
103986048	2	69324032	69324032	103986048
103986072	2	69324048	69324048	103986072
103986096	2	69324064	69324064	103986096
103986120	2	69324080	69324080	103986120
103986144	2	69324096	69324096	103986144
103986168	2	69324112	69324112	103986168
103986192	2	69324128	69324128	103986192
103986216	2	69324144	69324144	103986216
103986240	2	69324160	69324160	103986240
103986264	2	69324176	69324176	103986264
103986288	2	69324192	69324192	103986288
103986312	2	69324208	69324208	103986312
103986336	2	69324224	69324224	103986336
103986360	2	69324240	69324240	103986360
103986384	2	69324256	69324256	103986384
103986408	2	69324272	69324272	103986408
103986432	2	69324288	69324288	103986432
103986456	2	69324304	69324304	103986456
103986480	2	69324320	69324320	103986480
103986504	2	69324336	69324336	103986504
103986528	2	69324352	69324352	103986528
103986552	2	69324368	69324368	103986552
103986576	2	69324384	69324384	103986576
103986600	2	69324400	69324400	103986600
103986624	2	69324416	69324416	103986624
103986648	2	69324432	69324432	103986648
103986672	2	69324448	69324448	103986672
103986696	2	69324464	69324464	103986696
103986720	2	69324480	69324480	103986720
103986744	2	69324496	69324496	103986744
103986768	2	69324512	69324512	103986768
103986792	2	69324528	69324528	103986792
103986816	2	69324544	69324544	103986816
103986840	2	69324560	69324560	103986840
103986864	2	69324576	69324576	103986864
103986888	2	69324592	69324592	103986888
103986912	2	69324608	69324608	103986912
103986936	2	69324624	69324624	103986936
103986960	2	69324640	69324640	103986960
103986984	2	69324656	69324656	103986984
103987008	2	69324672	69324672	103987008
103987032	2	69324688	69324688	103987032
103987056	2	69324704	69324704	103987056
103987080	2	69324720	69324720	103987080
103987104	2	69324736	69324736	103987104
103987128	2	69324752	69324752	103987128
103987152	2	69324768	69324768	103987152
103987176	2	69324784	69324784	103987176
103987200	2	69324800	69324800	103987200
103987224	2	69324816	69324816	103987224
103987248	2	69324832	69324832	103987248
103987272	2	69324848	69324848	103987272
103987296	2	69324864	69324864	103987296
103987320	2	69324880	69324880	103987320
103987344	2	69324896	69324896	103987344
103987368	2	69324912	69324912	103987368
103987392	2	69324928	69324928	103987392
103987416	2	69324944	69324944	103987416
103987440	2	69324960	69324960	103987440
103987464	2	69324976	69324976	103987464
103987488	2	69324992	69324992	103987488
103987512	2	69325008	69325008	103987512
103987536	2	69325024	69325024	103987536
103987560	2	69325040	69325040	103987560
103987584	2	69325056	69325056	103987584
103987608	2	69325072	69325072	103987608
103987632	2	69325088	69325088	103987632
103987656	2	69325104	69325104	103987656
103987680	2	69325120	69325120	103987680
103987704	2	69325136	69325136	103987704
103987728	2	69325152	69325152	103987728
103987752	2	69325168	69325168	103987752
103987776	2	69325184	69325184	103987776
103987800	2	69325200	69325200	103987800
103987824	2	69325216	69325216	103987824
103987848	2	69325232	69325232	103987848
103987872	2	69325248	69325248	103987872
103987896	2	69325264	69325264	103987896
103987920	2	69325280	69325280	103987920
103987944	2	69325296	69325296	103987944
103987968	2	69325312	69325312	103987968
103987992	2	69325328	69325328	103987992
103988016	2	69325344	69325344	103988016
103988040	2	69325360	69325360	103988040
103988064	2	69325376	69325376	103988064
103988088	2	69325392	69325392	103988088
103988112	2	69325408	69325408	103988112
103988136	2	69325424	69325424	103988136
103988160	2	69325440	69325440	103988160
103988184	2	69325456	69325456	103988184
103988208	2	69325472	69325472	103988208
103988232	2	69325488	69325488	103988232
103988256	2	69325504	69325504	103988256
103988280	2	69325520	69325520	103988280
103988304	2	69325536	69325536	103988304
103988328	2	69325552	69325552	103988328
103988352	2	69325568	69325568	103988352
103988376	2	69325584	69325584	103988376
103988400	2	69325600	69325600	103988400
103988424	2	69325616	69325616	103988424
103988448	2	69325632	69325632	103988448
103988472	2	69325648	69325648	103988472
103988496	2	69325664	69325664	103988496
103988520	2	69325680	69325680	103988520
103988544	2	69325696	69325696	103988544
103988568	2	69325712	69325712	103988568
103988592	2	69325728	69325728	103988592
103988616	2	69325744	69325744	103988616
103988640	2	69325760	69325760	103988640
103988664	2	69325776	69325776	103988664
103988688	2	69325792	69325792	103988688
103988712	2	69325808	69325808	103988712
103988736	2	69325824	69325824	103988736
103988760	2	69325840	69325840	103988760
103988784	2	69325856	69325856	103988784
103988808	2	69325872	69325872	103988808
103988832	2	69325888	69325888	103988832
103988856	2	69325904	69325904	103988856
103988880	2	69325920	69325920	103988880
103988904	2	69325936	69325936	103988904
103988928	2	69325952	69325952	103988928
103988952	2	69325968	69325968	103988952
103988976	2	69325984	69325984	103988976
103989000	2	69326000	69326000	103989000
103989024	2	69326016	69326016	103989024
103989048	2	69326032	69326032	103989048
103989072	2	69326048	69326048	103989072
103989096	2	69326064	69326064	103989096
103989120	2	69326080	69326080	103989120
103989144	2	69326096	69326096	103989144
103989168	2	69326112	69326112	103989168
103989192	2	69326128	69326128	103989192
103989216	2	69326144	69326144	103989216
103989240	2	69326160	69326160	103989240
103989264	2	69326176	69326176	103989264
103989288	2	69326192	69326192	103989288
103989312	2	69326208	69326208	103989312
103989336	2	69326224	69326224	103989336
103989360	2	69326240	69326240	103989360
103989384	2	69326256	69326256	103989384
103989408	2	69326272	69326272	103989408
103989432	2	69326288	69326288	103989432
103989456	2	69326304	69326304	103989456
103989480	2	69326320	69326320	103989480
103989504	2	69326336	69326336	103989504
103989528	2	69326352	69326352	103989528
103989552	2	69326368	69326368	103989552
103989576	2	69326384	69326384	103989576
103989600	2	69326400	69326400	103989600
103989624	2	69326416	69326416	103989624
103989648	2	69326432	69326432	103989648
103989672	2	69326448	69326448	103989672
103989696	2	69326464	69326464	103989696
103989720	2	69326480	69326480	103989720
103989744	2	69326496	69326496	103989744
103989768	2	69326512	69326512	103989768
103989792	2	69326528	69326528	103989792
103989816	2	69326544	69326544	103989816
103989840	2	69326560	69326560	103989840
103989864	2	69326576	69326576	103989864
103989888	2	69326592	69326592	103989888
103989912	2	69326608	69326608	103989912
103989936	2	69326624	69326624	103989936
103989960	2	69326640	69326640	103989960
103989984	2	69326656	69326656	103989984
103990008	2	69326672	69326672	103990008
103990032	2	69326688	69326688	103990032
103990056	2	69326704	69326704	103990056
103990080	2	69326720	69326720	103990080
103990104	2	69326736	69326736	103990104
103990128	2	69326752	69326752	103990128
103990152	2	69326768	69326768	103990152
103990176	2	69326784	69326784	103990176
103990200	2	69326800	69326800	103990200
103990224	2	69326816	69326816	103990224
103990248	2	69326832	69326832	103990248
103990272	2	69326848	69326848	103990272
103990296	2	69326864	69326864	103990296
103990320	2	69326880	69326880	103990320
103990344	2	69326896	69326896	103990344
103990368	2	69326912	69326912	103990368
103990392	2	69326928	69326928	103990392
103990416	2	69326944	69326944	103990416
103990440	2	69326960	69326960	103990440
103990464	2	69326976	69326976	103990464
103990488	2	69326992	69326992	103990488
103990512	2	69327008	69327008	103990512
103990536	2	69327024	69327024	103990536
103990560	2	69327040	69327040	103990560
103990584	2	69327056	69327056	103990584
103990608	2	69327072	69327072	103990608
103990632	2	69327088	69327088	103990632
103990656	2	69327104	69327104	103990656
103990680	2	69327120	69327120	103990680
103990704	2	69327136	69327136	103990704
103990728	2	69327152	69327152	103990728
103990752	2	69327168	69327168	103990752
103990776	2	69327184	69327184	103990776
103990800	2	69327200	69327200	103990800
103990824	2	69327216	69327216	103990824
103990848	2	69327232	69327232	103990848
103990872	2	69327248	69327248	103990872
103990896	2	69327264	69327264	103990896
103990920	2	69327280	69327280	103990920
103990944	2	69327296	69327296	103990944
103990968	2	69327312	69327312	103990968
103990992	2	69327328	69327328	103990992
103991016	2	69327344	69327344	103991016
103991040	2	69327360	69327360	103991040
103991064	2	69327376	69327376	103991064
103991088	2	69327392	69327392	103991088
103991112	2	69327408	69327408	103991112
103991136	2	69327424	69327424	103991136
103991160	2	69327440	69327440	103991160
103991184	2	69327456	69327456	103991184
103991208	2	69327472	69327472	103991208
103991232	2	69327488	69327488	103991232
103991256	2	69327504	69327504	103991256
103991280	2	69327520	69327520	103991280
103991304	2	69327536	69327536	103991304
103991328	2	69327552	69327552	103991328
103991352	2	69327568	69327568	103991352
103991376	2	69327584	69327584	103991376
103991400	2	69327600	69327600	103991400
103991424	2	69327616	69327616	103991424
103991448	2	69327632	69327632	103991448
103991472	2	69327648	69327648	103991472
103991496	2	69327664	69327664	103991496
103991520	2	69327680	69327680	103991520
103991544	2	69327696	69327696	103991544
103991568	2	69327712	69327712	103991568
103991592	2	69327728	69327728	103991592
103991616	2	69327744	69327744	103991616
103991640	2	69327760	69327760	103991640
103991664	2	69327776	69327776	103991664
103991688	2	69327792	69327792	103991688
103991712	2	69327808	69327808	103991712
103991736	2	69327824	69327824	103991736
103991760	2	69327840	69327840	103991760
103991784	2	69327856	69327856	103991784
103991808	2	69327872	69327872	103991808
103991832	2	69327888	69327888	103991832
103991856	2	69327904	69327904	103991856
103991880	2	69327920	69327920	103991880
103991904	2	69327936	69327936	103991904
103991928	2	69327952	69327952	103991928
103991952	2	69327968	69327968	103991952
103991976	2	69327984	69327984	103991976
103992000	2	69328000	69328000	103992000
103992024	2	69328016	69328016	103992024
103992048	2	69328032	69328032	103992048
103992072	2	69328048	69328048	103992072
103992096	2	69328064	69328064	103992096
103992120	2	69328080	69328080	103992120
103992144	2	69328096	69328096	103992144
103992168	2	69328112	69328112	103992168
103992192	2	69328128	69328128	103992192
103992216	2	69328144	69328144	103992216
103992240	2	69328160	69328160	103992240
103992264	2	69328176	69328176	103992264
103992288	2	69328192	69328192	103992288
103992312	2	69328208	69328208	103992312
103992336	2	69328224	69328224	103992336
103992360	2	69328240	69328240	103992360
103992384	2	69328256	69328256	103992384
103992408	2	69328272	69328272	103992408
103992432	2	69328288	69328288	103992432
103992456	2	69328304	69328304	103992456
103992480	2	69328320	69328320	103992480
103992504	2	69328336	69328336	103992504
103992528	2	69328352	69328352	103992528
103992552	2	69328368	69328368	103992552
103992576	2	69328384	69328384	103992576
103992600	2	69328400	69328400	103992600
103992624	2	69328416	69328416	103992624
103992648	2	69328432	69328432	103992648
103992672	2	69328448	69328448	103992672
103992696	2	69328464	69328464	103992696
103992720	2	69328480	69328480	103992720
103992744	2	69328496	69328496	103992744
103992768	2	69328512	69328512	103992768
103992792	2	69328528	69328528	103992792
103992816	2	69328544	69328544	103992816
103992840	2	69328560	69328560	103992840
103992864	2	69328576	69328576	103992864
103992888	2	69328592	69328592	103992888
103992912	2	69328608	69328608	103992912
103992936	2	69328624	69328624	103992936
103992960	2	69328640	69328640	103992960
103992984	2	69328656	69328656	103992984
103993008	2	69328672	69328672	103993008
103993032	2	69328688	69328688	103993032
103993056	2	69328704	69328704	103993056
103993080	2	69328720	69328720	103993080
103993104	2	69328736	69328736	103993104
103993128	2	69328752	69328752	103993128
103993152	2	69328768	69328768	103993152
103993176	2	69328784	69328784	103993176
103993200	2	69328800	69328800	103993200
103993224	2	69328816	69328816	103993224
103993248	2	69328832	69328832	103993248
103993272	2	69328848	69328848	103993272
103993296	2	69328864	69328864	103993296
103993320	2	69328880	69328880	103993320
103993344	2	69328896	69328896	103993344
103993368	2	69328912	69328912	103993368
103993392	2	69328928	69328928	103993392
103993416	2	69328944	69328944	103993416
103993440	2	69328960	69328960	103993440
103993464	2	69328976	69328976	103993464
103993488	2	69328992	69328992	103993488
103993512	2	69329008	69329008	103993512
103993536	2	69329024	69329024	103993536
103993560	2	69329040	69329040	103993560
103993584	2	69329056	69329056	103993584
103993608	2	69329072	69329072	103993608
103993632	2	69329088	69329088	103993632
103993656	2	69329104	69329104	103993656
103993680	2	69329120	69329120	103993680
103993704	2	69329136	69329136	103993704
103993728	2	69329152	69329152	103993728
103993752	2	69329168	69329168	103993752
103993776	2	69329184	69329184	103993776
103993800	2	69329200	69329200	103993800
103993824	2	69329216	69329216	103993824
103993848	2	69329232	69329232	103993848
103993872	2	69329248	69329248	103993872
103993896	2	69329264	69329264	103993896
103993920	2	69329280	69329280	103993920
103993944	2	69329296	69329296	103993944
103993968	2	69329312	69329312	103993968
103993992	2	69329328	69329328	103993992
103994016	2	69329344	69329344	103994016
103994040	2	69329360	69329360	103994040
103994064	2	69329376	69329376	103994064
103994088	2	69329392	69329392	103994088
103994112	2	69329408	69329408	103994112
103994136	2	69329424	69329424	103994136
103994160	2	69329440	69329440	103994160
103994184	2	69329456	69329456	103994184
103994208	2	69329472	69329472	103994208
103994232	2	69329488	69329488	103994232
103994256	2	69329504	69329504	103994256
103994280	2	69329520	69329520	103994280
103994304	2	69329536	69329536	103994304
103994328	2	69329552	69329552	103994328
103994352	2	69329568	69329568	103994352
103994376	2	69329584	69329584	103994376
103994400	2	69329600	69329600	103994400
103994424	2	69329616	69329616	103994424
103994448	2	69329632	69329632	103994448
103994472	2	69329648	69329648	103994472
