batch_k,candidates,survivors,survivor_n,is_prime
2319,2101514,103,60023182936369,False
2319,2101514,103,60036757258921,False
2319,2101514,103,60038461905601,False
2319,2101514,103,60030465772489,False
2319,2101514,103,60035207601121,False
2319,2101514,103,60020238936529,False
2319,2101514,103,60025321255201,False
2319,2101514,103,60034618736401,False
2319,2101514,103,60024422536849,False
2319,2101514,103,60013638441409,False
2319,2101514,103,60029226109609,False
2319,2101514,103,60029814947881,False
2319,2101514,103,60015745602289,False
2319,2101514,103,60036416332489,False
2319,2101514,103,60030930649369,False
2319,2101514,103,60023740755001,False
2319,2101514,103,60013731403609,False
2319,2101514,103,60027211684729,False
2319,2101514,103,60031829416441,False
2319,2101514,103,60017449950649,False
2319,2101514,103,60016427338729,False
2319,2101514,103,60033503000641,False
2319,2101514,103,60026436914929,False
2319,2101514,103,60025135312921,False
2319,2101514,103,60038616874681,False
2319,2101514,103,60024019665289,False
2319,2101514,103,60035021643529,False
2319,2101514,103,60025817102689,False
2319,2101514,103,60037501101769,False
2319,2101514,103,60031209576361,False
2319,2101514,103,60028513309249,False
2319,2101514,103,60031550488009,False
2319,2101514,103,60019867068001,False
2319,2101514,103,60022563140929,False
2319,2101514,103,60027955468441,False
2319,2101514,103,60019402233961,False
2319,2101514,103,60034246823329,False
2319,2101514,103,60024794419489,False
2319,2101514,103,60035951434369,False
2319,2101514,103,60015280784209,False
2319,2101514,103,60033255060769,False
2319,2101514,103,60035672496361,False
2319,2101514,103,60017697857881,False
2319,2101514,103,60020672784601,False
2319,2101514,103,60031178584441,False
2319,2101514,103,60020331903841,False
2319,2101514,103,60036013420681,False
2319,2101514,103,60023926695121,False
2319,2101514,103,60015838566121,False
2319,2101514,103,60037811037649,False
2319,2101514,103,60019836079009,False
2319,2101514,103,60015962518009,False
2319,2101514,103,60029443049689,False
2319,2101514,103,60032294298601,False
2319,2101514,103,60026746822249,False
2319,2101514,103,60028699256761,False
2319,2101514,103,60017914777129,False
2319,2101514,103,60033038113801,False
2319,2101514,103,60036788252281,False
2319,2101514,103,60021695432689,False
2319,2101514,103,60030155855569,False
2319,2101514,103,60027459612121,False
2319,2101514,103,60032480251969,False
2319,2101514,103,60035548524121,False
2319,2101514,103,60020796741481,False
2319,2101514,103,60019371245089,False
2319,2101514,103,60013080669721,False
2319,2101514,103,60034649729209,False
2320,2101514,108,60039391723081,False
2320,2101514,108,60049310224201,False
2320,2101514,108,60053804814721,False
2320,2101514,108,60056470651321,False
2320,2101514,108,60043916937601,False
2320,2101514,108,60042088234489,False
2320,2101514,108,60041220385129,False
2320,2101514,108,60061895501521,False
2320,2101514,108,60058268574529,False
2320,2101514,108,60055168723729,False
2320,2101514,108,60048876272641,False
2320,2101514,108,60044381866561,False
2320,2101514,108,60039825640369,False
2320,2101514,108,60042522161521,False
2320,2101514,108,60038926813441,False
2320,2101514,108,60052471918609,False
2320,2101514,108,60043483005529,False
2320,2101514,108,60050922058009,False
2320,2101514,108,60061709502601,False
2320,2101514,108,60063848507569,False
2320,2101514,108,60053959803601,False
2320,2101514,108,60045869651329,False
2320,2101514,108,60040476519241,False
2320,2101514,108,60061151507569,False
2320,2101514,108,60044474852569,False
2320,2101514,108,60045125756641,False
2320,2101514,108,60050519097529,False
2320,2101514,108,60057710595481,False
2320,2101514,108,60055013733289,False
2320,2101514,108,60043575990841,False
2320,2101514,108,60062453500009,False
2320,2101514,108,60064003509409,False
2320,2101514,108,60048752286769,False
2320,2101514,108,60051634991401,False
2320,2101514,108,60048039370489,False
2320,2101514,108,60040848451609,False
2320,2101514,108,60058640562001,False
2320,2101514,108,60042460171849,False
2320,2101514,108,60050736076081,False
2320,2101514,108,60053246856409,False
2320,2101514,108,60045342725449,False
2320,2101514,108,60040662485281,False
2320,2101514,108,60057431606929,False
2320,2101514,108,60052936880689,False
2320,2101514,108,60047450442841,False
2320,2101514,108,60054641757049,False
2320,2101514,108,60043947932809,False
2320,2101514,108,60052843888129,False
2320,2101514,108,60062825500441,False
2320,2101514,108,60042150223969,False
2320,2101514,108,60054734751001,False
2320,2101514,108,60042057239761,False
2320,2101514,108,60041158396129,False
2320,2101514,108,60061585503481,False
2320,2101514,108,60048690293881,False
2320,2101514,108,60054083794849,False
2320,2101514,108,60058888554289,False
2320,2101514,108,60052595908321,False
2320,2101514,108,60056191665649,False
2320,2101514,108,60043297035121,False
2320,2101514,108,60041716298281,False
2320,2101514,108,60049682183929,False
2320,2101514,108,60064189511881,False
2320,2101514,108,60063290502601,False
2320,2101514,108,60042615146089,False
2320,2101514,108,60054176788369,False
2320,2101514,108,60060469517161,False
2320,2101514,108,60040693479649,False
2320,2101514,108,60046706538361,False
2320,2101514,108,60050085141601,False
2320,2101514,108,60063569504761,False
2320,2101514,108,60051201031441,False
2320,2101514,108,60052223939569,False
2320,2101514,108,60051758980249,False
2320,2101514,108,60060748512769,False
2320,2101514,108,60062546500009,False
2320,2101514,108,60041871271561,False
2320,2101514,108,60057245614921,False
2320,2101514,108,60054548763169,False
2320,2101514,108,60058423569169,False
2320,2101514,108,60050054144809,False
2320,2101514,108,60044040918481,False
2320,2101514,108,60045900647041,False
2320,2101514,108,60050891061001,False
2320,2101514,108,60061678502809,False
2320,2101514,108,60064375514641,False
2320,2101514,108,60059384540401,False
2320,2101514,108,60044102908969,False
2320,2101514,108,60051294022729,False
2320,2101514,108,60049992151249,False
2320,2101514,108,60040228564969,False
2320,2101514,108,60046520562961,False
2320,2101514,108,60044877792769,False
2320,2101514,108,60060004525921,False
2320,2101514,108,60045776664241,False
2320,2101514,108,60054610759081,False
2320,2101514,108,60042925095169,False
2320,2101514,108,60045621685921,False
2320,2101514,108,60047574427369,False
2320,2101514,108,60055664694481,False
2320,2101514,108,60059446538809,False
2320,2101514,108,60040042599601,False
2320,2101514,108,60058919553361,False
2320,2101514,108,60039670669729,False
2320,2101514,108,60055850684041,False
2320,2101514,108,60054424771441,False
2320,2101514,108,60051356016961,False
2320,2101514,108,60045435712201,False
2322,2101514,120,60115816326721,False
2322,2101514,120,60105024024049,False
2322,2101514,120,60102357110041,False
2322,2101514,120,60097860702961,False
2322,2101514,120,60094232690209,False
2322,2101514,120,60096031178569,False
2322,2101514,120,60105954356809,False
2322,2101514,120,60109520699089,False
2322,2101514,120,60096961441729,False
2322,2101514,120,60106822673881,False
2322,2101514,120,60107256834769,False
2322,2101514,120,60094728822241,False
2322,2101514,120,60101860946521,False
2322,2101514,120,60104558860369,False
2322,2101514,120,60097426576009,False
2322,2101514,120,60095628066769,False
2322,2101514,120,60092930353369,False
2322,2101514,120,60102822265201,False
2322,2101514,120,60115351121281,False
2322,2101514,120,60111815618761,False
2322,2101514,120,60111753593329,False
2322,2101514,120,60090821837929,False
2322,2101514,120,60092279190241,False
2322,2101514,120,60115103012449,False
2322,2101514,120,60094077649369,False
2322,2101514,120,60116002409401,False
2322,2101514,120,60107908079041,False
2322,2101514,120,60115661258041,False
2322,2101514,120,60102512161561,False
2322,2101514,120,60096775388521,False
2322,2101514,120,60106512559921,False
2322,2101514,120,60102915296449,False
2322,2101514,120,60113707409809,False
2322,2101514,120,60093023376961,False
2322,2101514,120,60111660555241,False
2322,2101514,120,60097519603081,False
2322,2101514,120,60098418868489,False
2322,2101514,120,60113676396601,False
2322,2101514,120,60093705552169,False
2322,2101514,120,60100186409761,False
2322,2101514,120,60099287131129,False
2322,2101514,120,60104496838681,False
2322,2101514,120,60091007881921,False
2322,2101514,120,60113490317521,False
2322,2101514,120,60110978278129,False
2322,2101514,120,60095100922609,False
2322,2101514,120,60095193947881,False
2322,2101514,120,60113986529041,False
2322,2101514,120,60093302448169,False
2322,2101514,120,60096000169921,False
2322,2101514,120,60111381441409,False
2322,2101514,120,60104093698489,False
2322,2101514,120,60100837615729,False
2322,2101514,120,60108032125969,False
2322,2101514,120,60112839043009,False
2322,2101514,120,60099349150129,False
2322,2101514,120,60094542772489,False
2322,2101514,120,60093953616841,False
2322,2101514,120,60114637809769,False
2322,2101514,120,60111939669721,False
2322,2101514,120,60105334134169,False
2322,2101514,120,60098449877761,False
2322,2101514,120,60096558326809,False
2322,2101514,120,60110823215689,False
2322,2101514,120,60100031361241,False
2322,2101514,120,60098356849969,False
2322,2101514,120,60111846631489,False
2322,2101514,120,60114544769449,False
2322,2101514,120,60106326491929,False
2322,2101514,120,60103628538409,False
2322,2101514,120,60095535041161,False
2322,2101514,120,60111443466649,False
2322,2101514,120,60107628973921,False
2322,2101514,120,60097054468441,False
2322,2101514,120,60106729639609,False
2322,2101514,120,60105148068001,False
2322,2101514,120,60098635933561,False
2322,2101514,120,60095255964769,False
2322,2101514,120,60099535207321,False
2322,2101514,120,60110544103801,False
2322,2101514,120,60109768796401,False
2322,2101514,120,60108869446081,False
2322,2101514,120,60103473485449,False
2322,2101514,120,60090883852561,False
2322,2101514,120,60096279248041,False
2322,2101514,120,60108404267521,False
2322,2101514,120,60104000666329,False
2322,2101514,120,60106698628201,False
2322,2101514,120,60092310197929,False
2322,2101514,120,60100682566369,False
2322,2101514,120,60097705657441,False
2322,2101514,120,60098046757849,False
2322,2101514,120,60106636605409,False
2322,2101514,120,60102140038249,False
2322,2101514,120,60108838434121,False
2322,2101514,120,60093147408529,False
2322,2101514,120,60099442178689,False
2322,2101514,120,60094449747721,False
2322,2101514,120,60114234635569,False
2322,2101514,120,60110233980241,False
2322,2101514,120,60102543171889,False
2322,2101514,120,60116033423209,False
2322,2101514,120,60105117057001,False
2322,2101514,120,60101519835289,False
2322,2101514,120,60108559326841,False
2322,2101514,120,60092372213329,False
2322,2101514,120,60099721264801,False
2322,2101514,120,60104217741481,False
2322,2101514,120,60103163380129,False
2322,2101514,120,60098821989649,False
2322,2101514,120,60107815043929,False
2322,2101514,120,60110358029569,False
2322,2101514,120,60099380159641,False
2322,2101514,120,60093612528049,False
2322,2101514,120,60101705895841,False
2322,2101514,120,60105303123121,False
2322,2101514,120,60099907322569,False
2322,2101514,120,60111071315689,False
2322,2101514,120,60108373255681,False
2322,2101514,120,60096310256761,False
2324,2101514,99,60153628039129,False
2324,2101514,99,60159925976089,False
2324,2101514,99,60158995225729,False
2324,2101514,99,60152697337489,False
2324,2101514,99,60146430800569,False
2324,2101514,99,60145500154609,False
2324,2101514,99,60166193215969,False
2324,2101514,99,60165324470161,False
2324,2101514,99,60145034834329,False
2324,2101514,99,60162190832041,False
2324,2101514,99,60155830728361,False
2324,2101514,99,60158529853249,False
2324,2101514,99,60147733717009,False
2324,2101514,99,60157692187321,False
2324,2101514,99,60149533005769,False
2324,2101514,99,60142336012201,False
2324,2101514,99,60149595050689,False
2324,2101514,99,60161229038689,False
2324,2101514,99,60154093392649,False
2324,2101514,99,60150742887481,False
2324,2101514,99,60161539293769,False
2324,2101514,99,60167279157049,False
2324,2101514,99,60161880575281,False
2324,2101514,99,60147485541361,False
2324,2101514,99,60155737656169,False
2324,2101514,99,60161135962321,False
2324,2101514,99,60167682509089,False
2324,2101514,99,60153069617281,False
2324,2101514,99,60148571313601,False
2324,2101514,99,60159367525009,False
2324,2101514,99,60148757446969,False
2324,2101514,99,60143173571209,False
2324,2101514,99,60142460094649,False
2324,2101514,99,60167651481961,False
2324,2101514,99,60149967320881,False
2324,2101514,99,60146368757281,False
2324,2101514,99,60155365368121,False
2324,2101514,99,60165355496689,False
2324,2101514,99,60159863925841,False
2324,2101514,99,60152759384041,False
2324,2101514,99,60165262417129,False
2324,2101514,99,60144321346729,False
2324,2101514,99,60155117176729,False
2324,2101514,99,60152107896841,False
2324,2101514,99,60148509269209,False
2324,2101514,99,60142522135921,False
2324,2101514,99,60164703941281,False
2324,2101514,99,60165913975561,False
2324,2101514,99,60143111529601,False
2324,2101514,99,60156606332761,False
2324,2101514,99,60151208229841,False
2324,2101514,99,60160515455041,False
2324,2101514,99,60153224734201,False
2324,2101514,99,60161322115129,False
2324,2101514,99,60145903433641,False
2324,2101514,99,60154900009681,False
2324,2101514,99,60152325058849,False
2324,2101514,99,60149626073161,False
2324,2101514,99,60164797020409,False
2324,2101514,99,60144104199169,False
2324,2101514,99,60158002433281,False
2324,2101514,99,60144507473521,False
2324,2101514,99,60148105981441,False
2324,2101514,99,60156420187249,False
2324,2101514,99,60167217103009,False
2324,2101514,99,60145624240321,False
2324,2101514,99,60149905275769,False
2324,2101514,99,60151921758289,False
2324,2101514,99,60156203017849,False
2324,2101514,99,60166441430209,False
2324,2101514,99,60163276737001,False
2324,2101514,99,60146647952329,False
2324,2101514,99,60150246524281,False
2324,2101514,99,60152945523889,False
2324,2101514,99,60148881536041,False
2324,2101514,99,60146554887241,False
2324,2101514,99,60157971408649,False
2324,2101514,99,60150153456409,False
2324,2101514,99,60152573244481,False
2324,2101514,99,60160949809801,False
2324,2101514,99,60144414410089,False
2324,2101514,99,60164207520481,False
2324,2101514,99,60152014827529,False
2324,2101514,99,60153814180321,False
2324,2101514,99,60166906833289,False
2324,2101514,99,60163307763001,False
2324,2101514,99,60163586997361,False
2324,2101514,99,60143638884289,False
2324,2101514,99,60150835955809,False
2324,2101514,99,60152790407329,False
2324,2101514,99,60145593218881,False
2324,2101514,99,60149036647561,False
2324,2101514,99,60161446217161,False
2324,2101514,99,60143080508809,False
2324,2101514,99,60145251983569,False
2324,2101514,99,60159274450081,False
2324,2101514,99,60167744563369,False
2324,2101514,99,60156047897089,False
2324,2101514,99,60148850513761,False
2323,2101514,99,60119444990929,False
2323,2101514,99,60123011733409,False
2323,2101514,99,60125710121929,False
2323,2101514,99,60133805650801,False
2323,2101514,99,60139202972809,False
2323,2101514,99,60121212841369,False
2323,2101514,99,60138334421881,False
2323,2101514,99,60128408571001,False
2323,2101514,99,60127105863889,False
2323,2101514,99,60118049337889,False
2323,2101514,99,60122546500129,False
2323,2101514,99,60123445952761,False
2323,2101514,99,60141436418281,False
2323,2101514,99,60135201486721,False
2323,2101514,99,60133402412329,False
2323,2101514,99,60142087847689,False
2323,2101514,99,60121398932401,False
2323,2101514,99,60137589954649,False
2323,2101514,99,60131293186969,False
2323,2101514,99,60137248742041,False
2323,2101514,99,60117801223489,False
2323,2101514,99,60129494171041,False
2323,2101514,99,60124097284729,False
2323,2101514,99,60124655572081,False
2323,2101514,99,60140288670289,False
2323,2101514,99,60138644617921,False
2323,2101514,99,60128749758529,False
2323,2101514,99,60133247320969,False
2323,2101514,99,60129897396409,False
2323,2101514,99,60139544190961,False
2323,2101514,99,60131448275809,False
2323,2101514,99,60138892775329,False
2323,2101514,99,60122701577689,False
2323,2101514,99,60123570015721,False
2323,2101514,99,60136876511209,False
2323,2101514,99,60132378813049,False
2323,2101514,99,60117987309241,False
2323,2101514,99,60137062626481,False
2323,2101514,99,60140474790841,False
2323,2101514,99,60126268416769,False
2323,2101514,99,60125772154561,False
2323,2101514,99,60136566319729,False
2323,2101514,99,60139265012401,False
2323,2101514,99,60135573712369,False
2323,2101514,99,60122980717801,False
2323,2101514,99,60122174314801,False
2323,2101514,99,60138365441449,False
2323,2101514,99,60128377554001,False
2323,2101514,99,60141064174489,False
2323,2101514,99,60124779636289,False
2323,2101514,99,60134426020321,False
2323,2101514,99,60133526485561,False
2323,2101514,99,60129028912681,False
2323,2101514,99,60117025869289,False
2323,2101514,99,60139823370169,False
2323,2101514,99,60117118911529,False
2323,2101514,99,60118142380921,False
2323,2101514,99,60135108430489,False
2323,2101514,99,60140505810961,False
2323,2101514,99,60136007977081,False
2323,2101514,99,60122918686609,False
2323,2101514,99,60118638611641,False
2323,2101514,99,60119538035041,False
2323,2101514,99,60138427480609,False
2323,2101514,99,60135728806729,False
2323,2101514,99,60134612131801,False
2323,2101514,99,60131014027561,False
2323,2101514,99,60129990448609,False
2323,2101514,99,60139451131369,False
2323,2101514,99,60127757215681,False
2323,2101514,99,60141684581449,False
2323,2101514,99,60128191452169,False
2323,2101514,99,60141250296241,False
2323,2101514,99,60119289917569,False
2323,2101514,99,60116591673121,False
2323,2101514,99,60124686588121,False
2323,2101514,99,60133960742881,False
2323,2101514,99,60138458500201,False
2323,2101514,99,60142056827161,False
2323,2101514,99,60127664165209,False
2323,2101514,99,60122825639881,False
2323,2101514,99,60129525188329,False
2323,2101514,99,60135821863441,False
2323,2101514,99,60119351946889,False
2323,2101514,99,60123104780281,False
2323,2101514,99,60126702647881,False
2323,2101514,99,60118607597161,False
2323,2101514,99,60137341799929,False
2323,2101514,99,60131944561441,False
2323,2101514,99,60134643150409,False
2323,2101514,99,60117708180721,False
2323,2101514,99,60127447047721,False
2323,2101514,99,60135542693521,False
2323,2101514,99,60131386240249,False
2323,2101514,99,60124562524009,False
2323,2101514,99,60116467617361,False
2323,2101514,99,60128687724361,False
2323,2101514,99,60126361466161,False
2323,2101514,99,60129059929849,False
2326,2101514,98,60215691055129,False
2326,2101514,98,60215722094641,False
2326,2101514,98,60202220662081,False
2326,2101514,98,60211221448921,False
2326,2101514,98,60202189626049,False
2326,2101514,98,60207621053449,False
2326,2101514,98,60217925920441,False
2326,2101514,98,60196323959641,False
2326,2101514,98,60202686203521,False
2326,2101514,98,60214325324521,False
2326,2101514,98,60204424240801,False
2326,2101514,98,60201724086529,False
2326,2101514,98,60208086615769,False
2326,2101514,98,60214977148561,False
2326,2101514,98,60218577763969,False
2326,2101514,98,60205634674441,False
2326,2101514,98,60202034446009,False
2326,2101514,98,60196975686241,False
2326,2101514,98,60198775711369,False
2326,2101514,98,60206876157481,False
2326,2101514,98,60209576427289,False
2326,2101514,98,60200079194641,False
2326,2101514,98,60194679141529,False
2326,2101514,98,60200979227041,False
2326,2101514,98,60218981287921,False
2326,2101514,98,60197379137809,False
2326,2101514,98,60217863840289,False
2326,2101514,98,60197161894489,False
2326,2101514,98,60207962465641,False
2326,2101514,98,60202748275849,False
2326,2101514,98,60212462989561,False
2326,2101514,98,60200048159161,False
2326,2101514,98,60199861946449,False
2326,2101514,98,60212152603201,False
2326,2101514,98,60219260651449,False
2326,2101514,98,60209359161961,False
2326,2101514,98,60217460320081,False
2326,2101514,98,60205758822169,False
2326,2101514,98,60200699905921,False
2326,2101514,98,60199799875609,False
2326,2101514,98,60197099825041,False
2326,2101514,98,60213301036729,False
2326,2101514,98,60218112161089,False
2326,2101514,98,60215411699881,False
2326,2101514,98,60216001450609,False
2326,2101514,98,60200793012889,False
2326,2101514,98,60208893594721,False
2326,2101514,98,60201817194289,False
2326,2101514,98,60215318581609,False
2326,2101514,98,60195517064929,False
2326,2101514,98,60203617291801,False
2326,2101514,98,60198092940049,False
2326,2101514,98,60205013937721,False
2326,2101514,98,60198496395361,False
2326,2101514,98,60195113619601,False
2326,2101514,98,60200513692201,False
2326,2101514,98,60218515683481,False
2326,2101514,98,60211997410321,False
2326,2101514,98,60219415853689,False
2326,2101514,98,60217398240169,False
2326,2101514,98,60216715363249,False
2326,2101514,98,60214697794969,False
2326,2101514,98,60202872420601,False
2326,2101514,98,60197937765289,False
2326,2101514,98,60209172934849,False
2326,2101514,98,60206938231969,False
2326,2101514,98,60214139089729,False
2326,2101514,98,60197844660529,False
2326,2101514,98,60202965529249,False
2326,2101514,98,60214666755721,False
2326,2101514,98,60205665711361,False
2326,2101514,98,60205945044001,False
2326,2101514,98,60217305120361,False
2326,2101514,98,60215908331881,False
2326,2101514,98,60197906730361,False
2326,2101514,98,60212804415481,False
2326,2101514,98,60207403791649,False
2326,2101514,98,60203306928241,False
2326,2101514,98,60203803510321,False
2326,2101514,98,60204982900969,False
2326,2101514,98,60218484643249,False
2326,2101514,98,60215784173689,False
2326,2101514,98,60212928570601,False
2326,2101514,98,60198682605961,False
2326,2101514,98,60207527941201,False
2326,2101514,98,60204827717329,False
2326,2101514,98,60202282734169,False
2326,2101514,98,60195982580449,False
2326,2101514,98,60194368801009,False
2326,2101514,98,60196541201449,False
2326,2101514,98,60209669541121,False
2326,2101514,98,60201941338081,False
2326,2101514,98,60210041997169,False
2326,2101514,98,60210569645209,False
2326,2101514,98,60215442739321,False
2326,2101514,98,60213269997841,False
2326,2101514,98,60197441207401,False
2326,2101514,98,60212369873569,False
2325,2101514,110,60191420605969,False
2325,2101514,110,60177890868481,False
2325,2101514,110,60172491810649,False
2325,2101514,110,60192320573641,False
2325,2101514,110,60177921898249,False
2325,2101514,110,60188720743321,False
2325,2101514,110,60183321199681,False
2325,2101514,110,60169792372561,False
2325,2101514,110,60190489612009,False
2325,2101514,110,60182390268361,False
2325,2101514,110,60176525566609,False
2325,2101514,110,60190086183529,False
2325,2101514,110,60178387345729,False
2325,2101514,110,60172026385969,False
2325,2101514,110,60170288816401,False
2325,2101514,110,60191886105649,False
2325,2101514,110,60177425422921,False
2325,2101514,110,60174725874169,False
2325,2101514,110,60187386350809,False
2325,2101514,110,60175036164049,False
2325,2101514,110,60171778160209,False
2325,2101514,110,60169637234281,False
2325,2101514,110,60174477642841,False
2325,2101514,110,60170537039089,False
2325,2101514,110,60183135012841,False
2325,2101514,110,60186734676121,False
2325,2101514,110,60180031941241,False
2325,2101514,110,60168582299281,False
2325,2101514,110,60187231189849,False
2325,2101514,110,60179380306369,False
2325,2101514,110,60174632787361,False
2325,2101514,110,60179132065441,False
2325,2101514,110,60173081351161,False
2325,2101514,110,60193530885601,False
2325,2101514,110,60181180068409,False
2325,2101514,110,60171033486001,False
2325,2101514,110,60176680713769,False
2325,2101514,110,60186362292169,False
2325,2101514,110,60186548484001,False
2325,2101514,110,60177549541561,False
2325,2101514,110,60169451068609,False
2325,2101514,110,60189062101921,False
2325,2101514,110,60187851834889,False
2325,2101514,110,60181552436329,False
2325,2101514,110,60174260440849,False
2325,2101514,110,60185058957409,False
2325,2101514,110,60186858804361,False
2325,2101514,110,60183600480481,False
2325,2101514,110,60173701923241,False
2325,2101514,110,60184810704769,False
2325,2101514,110,60182110990369,False
2325,2101514,110,60171312738289,False
2325,2101514,110,60180311214409,False
2325,2101514,110,60172895180161,False
2325,2101514,110,60172119470761,False
2325,2101514,110,60193717088521,False
2325,2101514,110,60175594687849,False
2325,2101514,110,60182017897849,False
2325,2101514,110,60181893774601,False
2325,2101514,110,60184593484129,False
2325,2101514,110,60178294256089,False
2325,2101514,110,60171219654121,False
2325,2101514,110,60180714610129,False
2325,2101514,110,60187696673329,False
2325,2101514,110,60179597517601,False
2325,2101514,110,60180497396881,False
2325,2101514,110,60189372428761,False
2325,2101514,110,60176339390281,False
2325,2101514,110,60171840216601,False
2325,2101514,110,60179473396849,False
2325,2101514,110,60184872767881,False
2325,2101514,110,60175873950721,False
2325,2101514,110,60173174436769,False
2325,2101514,110,60182638516009,False
2325,2101514,110,60187944931921,False
2325,2101514,110,60190644777169,False
2325,2101514,110,60182266144729,False
2325,2101514,110,60182545423081,False
2325,2101514,110,60189465526969,False
2325,2101514,110,60181645528489,False
2325,2101514,110,60187665641041,False
2325,2101514,110,60169047710641,False
2325,2101514,110,60193344682969,False
2325,2101514,110,60170009566489,False
2325,2101514,110,60183507386809,False
2325,2101514,110,60184407295321,False
2325,2101514,110,60168706408801,False
2325,2101514,110,60188906938801,False
2325,2101514,110,60193903291729,False
2325,2101514,110,60189806887681,False
2325,2101514,110,60171405822529,False
2325,2101514,110,60172305640561,False
