user_id,utc_date,model,api_key_name,api_key,type,price,amount
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-27,deepseek-v4-flash,hold,sk-197aa***********************d5e1,input_cache_hit_tokens,0.0000000028,2816
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-27,deepseek-v4-flash,hold,sk-197aa***********************d5e1,input_cache_miss_tokens,0.00000014,19975416
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-27,deepseek-v4-flash,wete,sk-a7fdb***********************1984,output_tokens,0.00000028,116640
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-27,deepseek-v4-flash,wete,sk-a7fdb***********************1984,request_count,,299
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-27,deepseek-v4-flash,wete,sk-a7fdb***********************1984,input_cache_miss_tokens,0.00000014,4995588
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-28,deepseek-v4-flash,gemini,sk-1ad11***********************54d5,output_tokens,0.00000028,29121
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-28,deepseek-v4-flash,gemini,sk-1ad11***********************54d5,request_count,,11
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-28,deepseek-v4-flash,gemini,sk-1ad11***********************54d5,input_cache_miss_tokens,0.00000014,332017
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-28,deepseek-v4-flash,hold,sk-197aa***********************d5e1,output_tokens,0.00000028,282524
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-28,deepseek-v4-flash,hold,sk-197aa***********************d5e1,request_count,,429
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-28,deepseek-v4-flash,hold,sk-197aa***********************d5e1,input_cache_miss_tokens,0.00000014,8597769
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-30,deepseek-v4-flash,gemini,sk-1ad11***********************54d5,output_tokens,0.00000028,6740
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-30,deepseek-v4-flash,gemini,sk-1ad11***********************54d5,request_count,,3
94d573f4-f031-4d89-a0a3-b6598613b6ef,2026-04-30,deepseek-v4-flash,gemini,sk-1ad11***********************54d5,input_cache_miss_tokens,0.00000014,449
